Journal title,NLM TA,pISSN,eISSN,Publisher,LOCATORplus ID,Latest issue,Earliest volume,Free access,Open access,Participation level, Deposit status, Journal URL
"AIDS Research and Human Retroviruses","AIDS Res Hum Retroviruses","0889-2229","1931-8405","Mary Ann Liebert, Inc.","","v.40(4);April 2024","v.13;1997","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22AIDS+Res+Hum+Retroviruses%22%5Bjournal%5D
"AIDS Research and Therapy","AIDS Res Ther","","1742-6405","BMC","","v.21;2024","v.1;2004","Immediate","All"," Full "," ",http://europepmc.org/journals/292/
"AIDS Research and Treatment","AIDS Res Treat","2090-1240","2090-1259","Wiley","","v.2024;2024","v.2010;2010","Immediate","All"," Full "," ",http://europepmc.org/journals/1531/
"AIMS Genetics","AIMS Genet","","2377-1143","Thieme Medical Publishers","","v.6(4);2019","v.4;2017","Immediate","All"," Full "," Predecessor ",http://europepmc.org/journals/3703/
"AIMS Microbiology","AIMS Microbiol","","2471-1888","AIMS Press","","v.10(1);2024","v.3;2017","Immediate","All"," Full "," ",http://europepmc.org/journals/3683/
"AIMS Neuroscience","AIMS Neurosci","2373-8006","2373-7972","AIMS Press","","v.11(1);2024","v.5;2018","Immediate","All"," Full "," ",http://europepmc.org/journals/3848/
"AIMS Public Health","AIMS Public Health","","2327-8994","AIMS Press","","v.11(1);2024","v.1;2014","Immediate","All"," Full "," ",http://europepmc.org/journals/3359/
"AIP Advances","AIP Adv","","2158-3226","American Institute of Physics","","v.13(8);Aug 2023","v.1;2011","Immediate","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22AIP+Adv%22%5Bjournal%5D
"AJNR: American Journal of Neuroradiology","AJNR Am J Neuroradiol","0195-6108","1936-959X","American Society of Neuroradiology","","v.44(7);Jul 2023","v.1;1980","12 months","No"," Full "," ",http://europepmc.org/journals/3785/
"AJOG Global Reports","AJOG Glob Rep","","2666-5778","Elsevier","","v.4(2);May 2024","v.1;2021","Immediate","Some"," Full "," ",http://europepmc.org/journals/4319/
"AJP Reports","AJP Rep","2157-6998","2157-7005","Thieme Medical Publishers","","v.14(2);Apr 2024","v.1;2011","Immediate","All"," Full "," ",http://europepmc.org/journals/2119/
"AJPM Focus","AJPM Focus","","2773-0654","Elsevier","","v.3(4);Aug 2024","v.1;2022","Immediate","Some"," Full "," ",http://europepmc.org/journals/4554/
"Alcohol and Alcoholism (Oxford, Oxfordshire)","Alcohol Alcohol","0735-0414","1464-3502","Oxford University Press","","v.59(4);Jul 2024","v.43;2008","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Alcohol+Alcohol%22%5Bjournal%5D
"Alcohol Health and Research World","Alcohol Health Res World","0090-838X","","National Institute on Alcohol Abuse and Alcoholism","","v.22(4);1998","v.18;1994","Immediate","All"," Full "," Predecessor ",http://europepmc.org/journals/3730/
"Alcohol Research : Current Reviews","Alcohol Res","2168-3492","2169-4796","National Institute on Alcohol Abuse and Alcoholism","","v.44(1);2024","v.34;2012","Immediate","All"," Full "," ",http://europepmc.org/journals/2320/
"Alcohol Research &#x0026; Health","Alcohol Res Health","1535-7414","1930-0573","National Institute on Alcohol Abuse and Alcoholism","","v.34(2);2011","v.23;1999","Immediate","All"," Full "," Predecessor ",http://europepmc.org/journals/2321/
"Algorithms for Molecular Biology : AMB","Algorithms Mol Biol","","1748-7188","BMC","","v.19;2024","v.1;2006","Immediate","All"," Full "," ",http://europepmc.org/journals/318/
"Allergologie Select","Allergol Select","","2512-8957","Dustri-Verlag","","v.8;2024","v.1;2017","Immediate","All"," Full "," ",http://europepmc.org/journals/3536/
"Allergy, Asthma, and Clinical Immunology : Official Journal of the Canadian Society of Allergy and Clinical Immunology","Allergy Asthma Clin Immunol","1710-1484","1710-1492","BMC","","v.20;2024","v.1;2005","Immediate","All"," Full "," ",http://europepmc.org/journals/260/
"Allergy, Asthma &#x0026; Immunology Research","Allergy Asthma Immunol Res","2092-7355","2092-7363","Korean Academy of Asthma, Allergy and Clinical Immunology and Korean Academy of Pediatric Allergy and Respiratory Disease","","v.16(2);Mar 2024","v.1;2009","Immediate","All"," Full "," ",http://europepmc.org/journals/261/
"Allergy and Asthma Proceedings","Allergy Asthma Proc","1088-5412","1539-6304","OceanSide Publications","","v.45(3);May 2024","v.33;2012","Immediate","No"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Allergy+Asthma+Proc%22%5Bjournal%5D
"Allergy &#x0026; Rhinology","Allergy Rhinol (Providence)","2152-6575","2152-6567","SAGE Publications","","v.13;Jan-Dec 2022","v.2;2011","Immediate","Some"," Full "," Predecessor ",http://europepmc.org/journals/1895/
"Alpha Psychiatry","Alpha Psychiatry","","2757-8038","AVES","","v.25(2);Mar 2024","v.22;2021","Immediate","All"," Full "," ",http://europepmc.org/journals/4343/
"Alzheimer's &#x0026; Dementia","Alzheimers Dement","1552-5260","1552-5279","Wiley","","v.20(6);Jun 2024","v.20;2024","Immediate","All"," Full "," ",http://europepmc.org/journals/4609/
"Alzheimer's &#x0026; Dementia : Diagnosis, Assessment &#x0026; Disease Monitoring","Alzheimers Dement (Amst)","","2352-8729","Wiley","","v.16(2);Apr-Jun 2024","v.1;2015","Immediate","Some"," Full "," ",http://europepmc.org/journals/2939/
"Alzheimer's &#x0026; Dementia : Translational Research &#x0026; Clinical Interventions","Alzheimers Dement (N Y)","","2352-8737","Wiley","","v.10(2);Apr-Jun 2024","v.1;2015","Immediate","Some"," Full "," ",http://europepmc.org/journals/3273/
"Alzheimer's Research &#x0026; Therapy","Alzheimers Res Ther","","1758-9193","BMC","","v.16;2024","v.1;2009","Immediate","All"," Full "," ",http://europepmc.org/journals/309/
"American Health &#x0026; Drug Benefits","Am Health Drug Benefits","1942-2962","1942-2970","Engage Healthcare Communications, LLC","","v.15(1);Mar 2022","v.1;2008","","No"," Full "," No New Content ",http://europepmc.org/journals/2485/
"American Heart Journal Plus: Cardiology Research and Practice","Am Heart J Plus","","2666-6022","Elsevier","","v.43;Jul 2024","v.1;2021","Immediate","Some"," Full "," ",http://europepmc.org/journals/4616/
"American Journal of Alzheimer's Disease and Other Dementias","Am J Alzheimers Dis Other Demen","1533-3175","1938-2731","SAGE Publications","","v.39;Jan-Dec 2024","v.16;2001","Immediate","Some"," Full "," ",http://europepmc.org/journals/4623/
"American Journal of Audiology","Am J Audiol","1059-0889","1558-9137","American Speech-Language-Hearing Association","","v.32(4);Dec 2023","v.24;2015","6 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Am+J+Audiol%22%5Bjournal%5D
"American Journal of Blood Research","Am J Blood Res","","2160-1992","e-Century Publishing Corporation","","v.13(6);2023","v.1;2011","Immediate","No"," Full "," ",http://europepmc.org/journals/1802/
"American Journal of Cancer Research","Am J Cancer Res","","2156-6976","e-Century Publishing Corporation","","v.14(5);2024","v.1;2011","Immediate","No"," Full "," ",http://europepmc.org/journals/1651/
"American Journal of Cardiovascular Disease","Am J Cardiovasc Dis","","2160-200X","e-Century Publishing Corporation","","v.14(2);2024","v.1;2011","Immediate","No"," Full "," ",http://europepmc.org/journals/1747/
"The American Journal of Case Reports","Am J Case Rep","","1941-5923","International Scientific Information, Inc.","","v.25;2024","v.13;2012","Immediate","Some"," Full "," ",http://europepmc.org/journals/2067/
"American Journal of Clinical and Experimental Immunology","Am J Clin Exp Immunol","","2164-7712","e-Century Publishing Corporation","","v.13(2);2024","v.1;2012","Immediate","No"," Full "," ",http://europepmc.org/journals/2153/
"American Journal of Clinical and Experimental Urology","Am J Clin Exp Urol","","2330-1910","e-Century Publishing Corporation","","v.12(2);2024","v.1;2013","Immediate","No"," Full "," ",http://europepmc.org/journals/2592/
"The American Journal of Clinical Nutrition","Am J Clin Nutr","0002-9165","1938-3207","American Society for Nutrition","","v.119(5);May 2024","v.78;2003","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Am+J+Clin+Nutr%22%5Bjournal%5D
"American Journal of Clinical Pathology","Am J Clin Pathol","0002-9173","1943-7722","Oxford University Press","","v.161(5);May 2024","v.145;2016","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Am+J+Clin+Pathol%22%5Bjournal%5D
"The American Journal of Dental Science","Am J Dent Sci","","","Biomedical Journal Digitization Project","","v.38(12);Dec 1907","v.1;1839","","All"," Full "," No New Content ",http://europepmc.org/journals/3598/
"American Journal of Epidemiology","Am J Epidemiol","0002-9262","1476-6256","Oxford University Press","","v.193(6);Jun 2024","v.167;2008","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Am+J+Epidemiol%22%5Bjournal%5D
"American Journal of Health-System Pharmacy: AJHP","Am J Health Syst Pharm","1079-2082","1535-2900","American Society of Health-System Pharmacists","","v.81(8);Apr 15, 2024","v.76;2019","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Am+J+Health+Syst+Pharm%22%5Bjournal%5D
"American Journal of Human Genetics","Am J Hum Genet","0002-9297","1537-6605","American Society of Human Genetics","","v.111(6);Jun 6, 2024","v.1;1949","6 months","Some"," Full "," ",http://europepmc.org/journals/294/
"American Journal of Hypertension","Am J Hypertens","0895-7061","1941-7225","Oxford University Press","","v.37(7);Jul 2024","v.23;2010","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Am+J+Hypertens%22%5Bjournal%5D
"American Journal of Lifestyle Medicine","Am J Lifestyle Med","1559-8276","1559-8284","SAGE Publications","","v.18(3);May-Jun 2024","v.10;2016","12 months","Some"," Full "," ",http://europepmc.org/journals/3483/
"American Journal of Men's Health","Am J Mens Health","1557-9883","1557-9891","SAGE Publications","","v.18(3);May-Jun 2024","v.11;2017","Immediate","Some"," Full "," ",http://europepmc.org/journals/3298/
"American Journal of Nephrology","Am J Nephrol","0250-8095","1421-9670","Karger Publishers","","v.35(4);May 2012","v.28;2008","","No"," NIH Portfolio "," No New Content ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Am+J+Nephrol%22%5Bjournal%5D
"American Journal of Neurodegenerative Disease","Am J Neurodegener Dis","","2165-591X","e-Century Publishing Corporation","","v.13(1);2024","v.1;2012","Immediate","No"," Full "," ",http://europepmc.org/journals/2020/
"American Journal of Nuclear Medicine and Molecular Imaging","Am J Nucl Med Mol Imaging","","2160-8407","e-Century Publishing Corporation","","v.14(2);2024","v.1;2011","Immediate","No"," Full "," ",http://europepmc.org/journals/1963/
"The American Journal of Occupational Therapy","Am J Occup Ther","0272-9490","1943-7676","American Occupational Therapy Association/AOTA Press","","v.78(3);May-Jun 2024","v.67;2013","Immediate","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Am+J+Occup+Ther%22%5Bjournal%5D
"American Journal of Ophthalmology Case Reports","Am J Ophthalmol Case Rep","","2451-9936","Elsevier","","v.35;Sep 2024","v.1;2016","Immediate","Some"," Full "," ",http://europepmc.org/journals/3302/
"The American Journal of Pathology","Am J Pathol","0002-9440","1525-2191","American Society for Investigative Pathology","","v.194(3);Mar 2024","v.1;1925","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Am+J+Pathol%22%5Bjournal%5D
"American Journal of Pharmaceutical Education","Am J Pharm Educ","0002-9459","1553-6467","American Association of Colleges of Pharmacy","","v.87(4);Apr 2023","v.70;2006","","No"," Full "," No New Content ",http://europepmc.org/journals/313/
"American Journal of Physiology - Cell Physiology","Am J Physiol Cell Physiol","0363-6143","1522-1563","American Physiological Society","","v.326(4);Apr 1, 2024","v.294;2008","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Am+J+Physiol+Cell+Physiol%22%5Bjournal%5D
"American Journal of Physiology - Endocrinology and Metabolism","Am J Physiol Endocrinol Metab","0193-1849","1522-1555","American Physiological Society","","v.326(4);Apr 1, 2024","v.294;2008","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Am+J+Physiol+Endocrinol+Metab%22%5Bjournal%5D
"American Journal of Physiology - Gastrointestinal and Liver Physiology","Am J Physiol Gastrointest Liver Physiol","0193-1857","1522-1547","American Physiological Society","","v.325(5);Nov 1, 2023","v.294;2008","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Am+J+Physiol+Gastrointest+Liver+Physiol%22%5Bjournal%5D
"American Journal of Physiology - Heart and Circulatory Physiology","Am J Physiol Heart Circ Physiol","0363-6135","1522-1539","American Physiological Society","","v.325(6);Dec 1, 2023","v.289;2005","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Am+J+Physiol+Heart+Circ+Physiol%22%5Bjournal%5D
"American Journal of Physiology - Lung Cellular and Molecular Physiology","Am J Physiol Lung Cell Mol Physiol","1040-0605","1522-1504","American Physiological Society","","v.325(6);Dec 1, 2023","v.288;2005","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Am+J+Physiol+Lung+Cell+Mol+Physiol%22%5Bjournal%5D
"American Journal of Physiology - Regulatory, Integrative and Comparative Physiology","Am J Physiol Regul Integr Comp Physiol","0363-6119","1522-1490","American Physiological Society","","v.325(6);Dec 1, 2023","v.292;2007","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Am+J+Physiol+Regul+Integr+Comp+Physiol%22%5Bjournal%5D
"American Journal of Physiology - Renal Physiology","Am J Physiol Renal Physiol","1931-857X","1522-1466","American Physiological Society","","v.326(1);Jan 1, 2024","v.294;2008","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Am+J+Physiol+Renal+Physiol%22%5Bjournal%5D
"American Journal of Preventive Cardiology","Am J Prev Cardiol","","2666-6677","Elsevier","","v.18;Jun 2024","v.1;2020","Immediate","Some"," Full "," ",http://europepmc.org/journals/4106/
"American Journal of Respiratory Cell and Molecular Biology","Am J Respir Cell Mol Biol","1044-1549","1535-4989","American Thoracic Society","","v.70(6);Jun 1, 2024","v.32;2005","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Am+J+Respir+Cell+Mol+Biol%22%5Bjournal%5D
"American Journal of Respiratory and Critical Care Medicine","Am J Respir Crit Care Med","1073-449X","1535-4970","American Thoracic Society","","v.209(11);Jun 1, 2024","v.171;2005","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Am+J+Respir+Crit+Care+Med%22%5Bjournal%5D
"American Journal of Rhinology &#x0026; Allergy","Am J Rhinol Allergy","1945-8924","1945-8932","SAGE Publications","","v.38(3);May 2024","v.25;2011","Immediate","No"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Am+J+Rhinol+Allergy%22%5Bjournal%5D
"American Journal of Speech-Language Pathology","Am J Speech Lang Pathol","1058-0360","1558-9110","American Speech-Language-Hearing Association","","v.32(6);Nov 2023","v.24;2015","6 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Am+J+Speech+Lang+Pathol%22%5Bjournal%5D
"American Journal of Stem Cells","Am J Stem Cells","","2160-4150","e-Century Publishing Corporation","","v.13(2);2024","v.1;2012","Immediate","No"," Full "," ",http://europepmc.org/journals/2108/
"American Journal of Translational Research","Am J Transl Res","","1943-8141","e-Century Publishing Corporation","","v.16(5);2024","v.1;2009","Immediate","No"," Full "," ",http://europepmc.org/journals/317/
"The American Journal of Tropical Medicine and Hygiene","Am J Trop Med Hyg","0002-9637","1476-1645","The American Society of Tropical Medicine and Hygiene","","v.110(6);Jun 2024","v.52;1995","12 months or less","Some"," Full "," ",http://europepmc.org/journals/1335/
"AMB Express","AMB Express","","2191-0855","Springer-Verlag","","v.14;2024","v.1;2011","Immediate","All"," Full "," ",http://europepmc.org/journals/1638/
"Ambio","Ambio","0044-7447","1654-7209","Springer","","v.53(8);Aug 2024","v.39;2010","12 months","Some"," Full "," ",http://europepmc.org/journals/1878/
"AME Case Reports","AME Case Rep","","2523-1995","AME Publications","","v.8;2024","v.1;2017","Immediate","Some"," Full "," ",http://europepmc.org/journals/3502/
"AMIA Annual Symposium Proceedings","AMIA Annu Symp Proc","","1942-597X","American Medical Informatics Association","","v.2023;2023","v.2003;2003","Immediate","No"," Full "," ",http://europepmc.org/journals/1231/
"AMIA Summits on Translational Science Proceedings","AMIA Jt Summits Transl Sci Proc","","2153-4063","American Medical Informatics Association","","v.2024;2024","v.2011;2011","Immediate","Some"," Full "," ",http://europepmc.org/journals/1487/
"Amphibian &#x0026; Reptile Conservation","Amphib Reptile Conserv","1083-446X","1525-9153","Amphibian and Reptile Conservation","","v.3(1);Jan 2004","v.3;2004","","All"," Full "," No New Content ",http://europepmc.org/journals/319/
